Transaction_ID,City,Date,Card_Type,Expense_Type,Gender,Amount
11685,"Bengaluru, India",2015-04-15,Platinum,Entertainment,Female,23736
11686,"Bengaluru, India",2014-12-10,Platinum,Entertainment,Female,199553
11687,"Bengaluru, India",2015-05-15,Silver,Bills,Female,31651
11688,"Ahmedabad, India",2014-11-15,Signature,Entertainment,Female,10870
11689,"Delhi, India",2015-04-30,Silver,Fuel,Male,6022
11690,"Ahmedabad, India",2013-10-12,Signature,Entertainment,Female,185271
11691,"Delhi, India",2013-11-19,Gold,Food,Female,94316
11692,"Delhi, India",2015-05-01,Signature,Grocery,Male,244429
11693,"Ahmedabad, India",2014-12-23,Silver,Fuel,Male,110350
11694,"Delhi, India",2013-10-30,Silver,Entertainment,Male,95541
11695,"Ahmedabad, India",2013-10-29,Silver,Entertainment,Female,1969
11696,"Ahmedabad, India",2014-10-06,Signature,Entertainment,Male,182313
11697,"Ahmedabad, India",2014-06-25,Platinum,Bills,Male,144646
11698,"Mumbai, India",2013-12-14,Signature,Grocery,Female,189353
11699,"Delhi, India",2015-01-06,Platinum,Entertainment,Female,191001
11700,"Mumbai, India",2014-09-16,Silver,Fuel,Male,254996
11701,"Delhi, India",2014-10-04,Signature,Entertainment,Male,3454
11702,"Mumbai, India",2013-10-25,Silver,Fuel,Female,91450
11703,"Bengaluru, India",2013-11-29,Gold,Entertainment,Female,89913
11704,"Bengaluru, India",2014-07-07,Gold,Food,Male,69711
11705,"Bengaluru, India",2014-02-09,Platinum,Fuel,Male,120286
11706,"Bengaluru, India",2013-10-28,Signature,Entertainment,Male,224161
11707,"Delhi, India",2014-04-14,Silver,Fuel,Male,290132
11708,"Bengaluru, India",2013-10-26,Gold,Food,Female,142970
11709,"Mumbai, India",2013-11-15,Platinum,Food,Male,199318
11710,"Ahmedabad, India",2014-09-01,Signature,Grocery,Female,14115
11711,"Delhi, India",2014-06-08,Signature,Food,Female,39392
11712,"Bengaluru, India",2014-04-06,Platinum,Entertainment,Male,86334
11713,"Bengaluru, India",2014-06-20,Silver,Bills,Male,155114
11714,"Mumbai, India",2015-05-26,Signature,Grocery,Female,226792
11715,"Ahmedabad, India",2015-04-04,Gold,Fuel,Male,23739
11716,"Delhi, India",2014-06-21,Signature,Entertainment,Male,294414
11717,"Bengaluru, India",2014-11-10,Gold,Entertainment,Male,206043
11718,"Delhi, India",2014-04-13,Platinum,Grocery,Male,115929
11719,"Ahmedabad, India",2015-04-02,Silver,Food,Female,139925
11720,"Bengaluru, India",2014-03-27,Signature,Grocery,Male,136944
11721,"Ahmedabad, India",2014-09-14,Signature,Grocery,Female,211626
11722,"Delhi, India",2015-05-10,Gold,Grocery,Female,19083
11723,"Bengaluru, India",2014-11-24,Signature,Fuel,Male,271962
11724,"Mumbai, India",2015-01-17,Platinum,Fuel,Female,243785
11725,"Ahmedabad, India",2014-10-04,Signature,Fuel,Female,214523
11726,"Bengaluru, India",2013-11-08,Platinum,Grocery,Male,65822
11727,"Ahmedabad, India",2015-03-25,Silver,Grocery,Male,37399
11728,"Mumbai, India",2014-05-15,Silver,Bills,Male,298486
11729,"Delhi, India",2014-06-14,Gold,Food,Male,244895
11730,"Mumbai, India",2015-03-23,Gold,Grocery,Male,20750
11731,"Delhi, India",2014-11-03,Signature,Grocery,Female,227385
11732,"Delhi, India",2015-04-09,Gold,Grocery,Male,193553
11733,"Delhi, India",2014-07-18,Silver,Bills,Male,6466
11734,"Ahmedabad, India",2015-04-06,Silver,Grocery,Female,164251
11735,"Delhi, India",2014-10-23,Gold,Entertainment,Male,242915
11736,"Delhi, India",2013-10-06,Gold,Grocery,Female,62430
11737,"Ahmedabad, India",2015-02-11,Gold,Entertainment,Female,43260
11738,"Delhi, India",2015-01-05,Gold,Grocery,Male,289817
11739,"Delhi, India",2014-10-30,Platinum,Food,Female,22912
11740,"Bengaluru, India",2014-08-11,Platinum,Bills,Male,79518
11741,"Delhi, India",2015-04-12,Silver,Entertainment,Male,66435
11742,"Bengaluru, India",2014-06-01,Silver,Food,Female,197385
11743,"Delhi, India",2013-10-18,Platinum,Fuel,Female,187705
11744,"Bengaluru, India",2013-11-05,Signature,Grocery,Male,225226
11745,"Mumbai, India",2015-03-07,Gold,Entertainment,Female,99497
11746,"Bengaluru, India",2014-09-11,Gold,Bills,Female,66229
11747,"Ahmedabad, India",2014-08-18,Gold,Entertainment,Male,294885
11748,"Ahmedabad, India",2014-04-05,Signature,Fuel,Female,97816
11749,"Bengaluru, India",2014-11-19,Gold,Food,Female,279480
11750,"Delhi, India",2015-03-23,Signature,Fuel,Male,10387
11751,"Bengaluru, India",2014-10-15,Signature,Entertainment,Female,57400
11752,"Bengaluru, India",2014-11-29,Platinum,Food,Female,234720
11753,"Bengaluru, India",2014-12-30,Platinum,Fuel,Female,157614
11754,"Delhi, India",2014-02-02,Gold,Fuel,Male,187148
11755,"Ahmedabad, India",2014-05-25,Gold,Entertainment,Male,86661
11756,"Mumbai, India",2014-06-20,Gold,Food,Male,151808
11757,"Mumbai, India",2014-09-20,Signature,Bills,Female,299199
11758,"Delhi, India",2014-11-24,Gold,Grocery,Female,156786
11759,"Ahmedabad, India",2014-12-10,Silver,Fuel,Female,32336
11760,"Ahmedabad, India",2014-05-12,Silver,Fuel,Female,144090
11761,"Mumbai, India",2014-12-10,Platinum,Grocery,Male,101749
11762,"Ahmedabad, India",2015-05-19,Platinum,Entertainment,Male,246733
11763,"Ahmedabad, India",2013-12-22,Signature,Bills,Female,284084
11764,"Bengaluru, India",2013-12-23,Gold,Grocery,Male,166046
11765,"Ahmedabad, India",2013-11-16,Platinum,Entertainment,Female,130645
11766,"Ahmedabad, India",2015-03-27,Platinum,Fuel,Male,22633
11767,"Mumbai, India",2014-12-02,Platinum,Entertainment,Male,170334
11768,"Bengaluru, India",2014-05-06,Silver,Bills,Female,71961
11769,"Delhi, India",2014-07-05,Platinum,Entertainment,Female,63013
11770,"Bengaluru, India",2014-11-22,Signature,Food,Male,30977
11771,"Bengaluru, India",2015-01-20,Platinum,Entertainment,Male,291410
11772,"Delhi, India",2014-07-29,Signature,Bills,Female,53145
11773,"Ahmedabad, India",2014-06-10,Gold,Entertainment,Male,122591
11774,"Bengaluru, India",2015-03-03,Gold,Food,Male,130054
11775,"Bengaluru, India",2014-11-02,Platinum,Entertainment,Female,10760
11776,"Bengaluru, India",2013-12-08,Platinum,Grocery,Male,43553
11777,"Ahmedabad, India",2013-10-31,Gold,Bills,Female,51687
11778,"Bengaluru, India",2014-04-05,Gold,Grocery,Male,178069
11779,"Mumbai, India",2014-03-26,Silver,Entertainment,Male,176991
11780,"Bengaluru, India",2014-04-02,Silver,Food,Male,144026
11781,"Bengaluru, India",2015-03-25,Signature,Entertainment,Male,208419
11782,"Ahmedabad, India",2014-04-14,Platinum,Bills,Male,180221
11783,"Ahmedabad, India",2015-02-15,Signature,Food,Female,292783
11784,"Bengaluru, India",2013-10-20,Signature,Entertainment,Female,133243
11785,"Delhi, India",2014-12-26,Signature,Fuel,Male,251408
11786,"Bengaluru, India",2014-04-26,Gold,Fuel,Female,73686
11787,"Ahmedabad, India",2015-01-26,Signature,Bills,Female,229003
11788,"Ahmedabad, India",2013-11-19,Silver,Entertainment,Male,3457
11789,"Mumbai, India",2014-08-22,Signature,Bills,Female,175636
11790,"Mumbai, India",2014-03-02,Silver,Food,Female,116528
11791,"Bengaluru, India",2014-10-05,Platinum,Bills,Female,193363
11792,"Mumbai, India",2014-03-15,Gold,Grocery,Female,268380
11793,"Ahmedabad, India",2014-07-14,Gold,Bills,Female,93707
11794,"Bengaluru, India",2014-07-09,Platinum,Fuel,Male,168854
11795,"Ahmedabad, India",2014-07-07,Platinum,Fuel,Male,278309
11796,"Bengaluru, India",2013-10-09,Signature,Entertainment,Female,157165
11797,"Bengaluru, India",2015-01-20,Signature,Entertainment,Female,245077
11798,"Bengaluru, India",2014-09-15,Platinum,Bills,Male,91567
11799,"Mumbai, India",2014-03-26,Silver,Bills,Female,26743
11800,"Bengaluru, India",2015-02-05,Platinum,Food,Male,295759
11801,"Mumbai, India",2014-11-08,Silver,Food,Male,5341
11802,"Mumbai, India",2014-01-31,Silver,Food,Male,290003
11803,"Mumbai, India",2014-12-22,Signature,Food,Female,224545
11804,"Mumbai, India",2014-10-08,Platinum,Food,Male,16860
11805,"Mumbai, India",2014-08-28,Silver,Fuel,Male,127736
11806,"Delhi, India",2013-11-14,Gold,Bills,Male,46898
11807,"Ahmedabad, India",2014-04-05,Silver,Fuel,Male,240544
11808,"Bengaluru, India",2014-10-23,Platinum,Fuel,Male,232975
11809,"Bengaluru, India",2014-05-04,Silver,Food,Female,142498
11810,"Delhi, India",2014-07-20,Platinum,Food,Male,121125
11811,"Ahmedabad, India",2014-12-01,Silver,Food,Male,87180
11812,"Delhi, India",2014-04-10,Platinum,Food,Male,249324
11813,"Mumbai, India",2013-11-29,Silver,Bills,Female,268662
11814,"Bengaluru, India",2015-02-22,Platinum,Fuel,Female,11983
11815,"Delhi, India",2015-05-19,Signature,Entertainment,Female,193645
11816,"Bengaluru, India",2015-02-03,Silver,Entertainment,Female,194188
11817,"Mumbai, India",2014-11-15,Gold,Fuel,Male,52414
11818,"Bengaluru, India",2014-09-02,Signature,Fuel,Female,238593
11819,"Delhi, India",2014-03-12,Gold,Fuel,Male,200476
11820,"Bengaluru, India",2013-10-09,Gold,Food,Female,216547
11821,"Delhi, India",2014-10-03,Silver,Food,Female,53275
11822,"Bengaluru, India",2014-02-04,Silver,Food,Female,243084
11823,"Ahmedabad, India",2013-12-19,Silver,Grocery,Male,206770
11824,"Mumbai, India",2014-08-20,Signature,Entertainment,Female,230250
11825,"Delhi, India",2014-01-26,Gold,Fuel,Female,135845
11826,"Ahmedabad, India",2015-02-27,Platinum,Bills,Female,283472
11827,"Bengaluru, India",2014-08-03,Platinum,Grocery,Male,178682
11828,"Delhi, India",2015-04-13,Signature,Food,Male,27210
11829,"Delhi, India",2014-12-02,Silver,Food,Female,284328
11830,"Bengaluru, India",2013-10-20,Signature,Grocery,Female,250663
11831,"Delhi, India",2015-02-05,Silver,Grocery,Male,154520
11832,"Ahmedabad, India",2015-01-27,Silver,Grocery,Female,108312
11833,"Mumbai, India",2014-08-16,Platinum,Grocery,Male,53481
11834,"Ahmedabad, India",2014-01-21,Gold,Food,Male,46678
11835,"Ahmedabad, India",2014-10-30,Platinum,Entertainment,Male,271750
11836,"Bengaluru, India",2014-03-25,Platinum,Bills,Male,115445
11837,"Delhi, India",2014-05-26,Platinum,Grocery,Female,148687
11838,"Mumbai, India",2013-10-08,Gold,Entertainment,Female,188378
11839,"Bengaluru, India",2015-03-25,Signature,Food,Male,61457
11840,"Mumbai, India",2015-01-17,Platinum,Food,Male,69714
11841,"Delhi, India",2015-02-15,Signature,Bills,Female,18294
11842,"Mumbai, India",2014-06-01,Silver,Bills,Female,87053
11843,"Delhi, India",2015-04-19,Gold,Grocery,Male,55673
11844,"Ahmedabad, India",2014-12-04,Platinum,Grocery,Male,258372
11845,"Bengaluru, India",2015-04-09,Silver,Fuel,Female,200981
11846,"Ahmedabad, India",2015-04-17,Signature,Grocery,Female,158682
11847,"Bengaluru, India",2014-05-05,Gold,Entertainment,Female,196545
11848,"Bengaluru, India",2014-01-22,Silver,Grocery,Male,14465
11849,"Delhi, India",2014-10-30,Platinum,Bills,Female,252594
11850,"Bengaluru, India",2014-09-16,Gold,Bills,Female,194422
11851,"Delhi, India",2014-08-21,Gold,Bills,Male,161183
11852,"Delhi, India",2014-01-02,Silver,Food,Male,72118
11853,"Ahmedabad, India",2014-12-23,Platinum,Grocery,Male,132199
11854,"Delhi, India",2014-08-17,Gold,Fuel,Male,62319
11855,"Bengaluru, India",2015-05-12,Gold,Fuel,Female,145290
11856,"Mumbai, India",2014-02-21,Silver,Grocery,Male,166432
11857,"Bengaluru, India",2015-03-31,Platinum,Food,Male,134309
11858,"Mumbai, India",2014-10-27,Gold,Bills,Female,260413
11859,"Bengaluru, India",2014-07-16,Platinum,Grocery,Male,269179
11860,"Delhi, India",2014-01-07,Silver,Entertainment,Female,169072
11861,"Ahmedabad, India",2014-10-13,Silver,Food,Male,276611
11862,"Delhi, India",2015-01-04,Signature,Fuel,Male,149440
11863,"Delhi, India",2014-07-25,Signature,Fuel,Male,214871
11864,"Delhi, India",2015-04-18,Silver,Fuel,Male,86484
11865,"Delhi, India",2014-08-17,Platinum,Grocery,Female,133675
11866,"Delhi, India",2014-04-24,Gold,Entertainment,Female,254570
11867,"Delhi, India",2014-12-14,Silver,Entertainment,Female,199172
11868,"Ahmedabad, India",2015-03-25,Gold,Bills,Male,62801
11869,"Ahmedabad, India",2015-05-10,Platinum,Bills,Male,241407
11870,"Ahmedabad, India",2015-02-26,Gold,Fuel,Male,34164
11871,"Bengaluru, India",2015-02-14,Silver,Grocery,Female,203792
11872,"Bengaluru, India",2013-11-09,Gold,Bills,Male,44897
11873,"Delhi, India",2015-03-30,Gold,Bills,Male,60298
11874,"Bengaluru, India",2015-05-17,Platinum,Fuel,Female,64993
11875,"Delhi, India",2014-07-20,Platinum,Bills,Male,83640
11876,"Delhi, India",2014-11-11,Silver,Entertainment,Female,176120
11877,"Delhi, India",2014-11-11,Signature,Entertainment,Female,129341
11878,"Ahmedabad, India",2014-12-23,Silver,Entertainment,Female,207326
11879,"Delhi, India",2015-04-09,Gold,Entertainment,Male,4382
11880,"Ahmedabad, India",2014-09-08,Signature,Entertainment,Female,91960
11881,"Bengaluru, India",2013-12-12,Silver,Entertainment,Female,123310
11882,"Ahmedabad, India",2014-06-17,Signature,Bills,Male,142147
11883,"Ahmedabad, India",2015-02-04,Platinum,Bills,Female,31588
11884,"Delhi, India",2014-05-14,Signature,Fuel,Female,188598
11885,"Delhi, India",2013-12-30,Platinum,Grocery,Male,206837
11886,"Ahmedabad, India",2014-09-06,Signature,Entertainment,Male,276919
11887,"Delhi, India",2013-10-19,Signature,Entertainment,Male,46974
11888,"Ahmedabad, India",2015-03-17,Platinum,Bills,Male,186737
11889,"Ahmedabad, India",2015-02-23,Signature,Fuel,Male,18173
11890,"Mumbai, India",2015-02-06,Silver,Bills,Female,108752
11891,"Delhi, India",2014-01-11,Gold,Food,Male,28989
11892,"Mumbai, India",2015-01-20,Gold,Fuel,Male,77528
11893,"Mumbai, India",2014-11-02,Signature,Grocery,Male,204972
11894,"Bengaluru, India",2014-05-04,Silver,Grocery,Female,47975
11895,"Ahmedabad, India",2014-08-24,Platinum,Entertainment,Male,108378
11896,"Ahmedabad, India",2015-04-16,Platinum,Food,Female,43850
11897,"Bengaluru, India",2015-04-20,Gold,Entertainment,Female,257148
11898,"Mumbai, India",2014-08-30,Silver,Bills,Female,11713
11899,"Delhi, India",2014-12-12,Gold,Bills,Female,165269
11900,"Bengaluru, India",2014-09-13,Gold,Grocery,Female,291499
11901,"Mumbai, India",2014-12-03,Signature,Fuel,Female,1416
11902,"Ahmedabad, India",2014-06-04,Signature,Food,Male,186751
11903,"Mumbai, India",2014-02-18,Platinum,Entertainment,Male,66496
11904,"Mumbai, India",2015-05-21,Silver,Fuel,Female,182815
11905,"Bengaluru, India",2015-05-24,Silver,Entertainment,Female,247546
11906,"Mumbai, India",2013-11-13,Gold,Bills,Female,292628
11907,"Delhi, India",2014-06-07,Silver,Entertainment,Female,98422
11908,"Ahmedabad, India",2015-05-09,Signature,Grocery,Female,299077
11909,"Mumbai, India",2013-12-10,Gold,Grocery,Female,178470
11910,"Ahmedabad, India",2014-07-22,Platinum,Food,Female,228398
11911,"Delhi, India",2014-08-27,Signature,Food,Male,222547
11912,"Delhi, India",2014-09-29,Signature,Entertainment,Female,147413
11913,"Delhi, India",2013-10-17,Gold,Grocery,Female,102262
11914,"Bengaluru, India",2014-01-02,Gold,Grocery,Male,97540
11915,"Bengaluru, India",2014-08-12,Gold,Entertainment,Male,285606
11916,"Ahmedabad, India",2013-10-29,Silver,Entertainment,Female,241605
11917,"Mumbai, India",2013-11-09,Gold,Fuel,Female,291366
11918,"Delhi, India",2014-07-28,Platinum,Bills,Male,286264
11919,"Mumbai, India",2014-01-06,Silver,Bills,Female,38545
11920,"Delhi, India",2014-03-19,Platinum,Bills,Female,227321
11921,"Delhi, India",2015-03-21,Silver,Grocery,Female,137573
11922,"Ahmedabad, India",2014-06-06,Signature,Fuel,Female,37799
11923,"Bengaluru, India",2015-04-01,Platinum,Bills,Male,118396
11924,"Delhi, India",2014-09-02,Gold,Food,Male,207005
11925,"Bengaluru, India",2014-09-26,Signature,Entertainment,Female,110085
11926,"Ahmedabad, India",2014-10-06,Signature,Fuel,Female,148770
11927,"Ahmedabad, India",2015-04-08,Gold,Entertainment,Male,274020
11928,"Mumbai, India",2015-01-26,Gold,Bills,Female,198928
11929,"Bengaluru, India",2014-09-14,Gold,Fuel,Female,28830
11930,"Ahmedabad, India",2014-12-16,Signature,Bills,Male,188596
11931,"Delhi, India",2014-10-04,Platinum,Bills,Male,213605
11932,"Bengaluru, India",2014-05-28,Platinum,Grocery,Male,9991
11933,"Mumbai, India",2014-10-12,Signature,Fuel,Female,266251
11934,"Delhi, India",2014-05-22,Gold,Entertainment,Female,2833
11935,"Delhi, India",2014-08-10,Gold,Fuel,Male,167447
11936,"Mumbai, India",2014-10-18,Signature,Fuel,Male,277423
11937,"Delhi, India",2015-02-20,Platinum,Fuel,Female,241782
11938,"Delhi, India",2014-09-02,Signature,Fuel,Female,212151
11939,"Bengaluru, India",2014-01-07,Gold,Entertainment,Male,220126
11940,"Mumbai, India",2015-04-13,Platinum,Grocery,Male,57321
11941,"Bengaluru, India",2014-05-14,Signature,Entertainment,Male,202781
11942,"Bengaluru, India",2013-10-25,Signature,Food,Female,42802
11943,"Delhi, India",2014-02-13,Signature,Bills,Female,147429
11944,"Mumbai, India",2014-12-11,Signature,Fuel,Female,181390
11945,"Delhi, India",2014-01-14,Signature,Food,Female,182273
11946,"Mumbai, India",2015-05-10,Gold,Food,Female,153237
11947,"Ahmedabad, India",2013-11-30,Silver,Bills,Female,207537
11948,"Delhi, India",2014-02-16,Platinum,Food,Female,106619
11949,"Bengaluru, India",2013-10-29,Silver,Grocery,Female,63284
11950,"Ahmedabad, India",2014-06-16,Platinum,Entertainment,Male,135305
11951,"Ahmedabad, India",2014-05-31,Gold,Food,Male,195758
11952,"Bengaluru, India",2015-02-12,Platinum,Grocery,Female,171643
11953,"Delhi, India",2014-10-19,Silver,Grocery,Female,41968
11954,"Mumbai, India",2015-02-01,Platinum,Bills,Male,241286
11955,"Bengaluru, India",2015-05-03,Silver,Entertainment,Female,27360
11956,"Delhi, India",2015-02-13,Signature,Bills,Male,188733
11957,"Delhi, India",2015-01-05,Gold,Grocery,Male,82219
11958,"Delhi, India",2014-07-13,Signature,Bills,Female,45055
11959,"Ahmedabad, India",2014-12-31,Platinum,Grocery,Male,18081
11960,"Mumbai, India",2014-03-11,Silver,Bills,Female,250750
11961,"Ahmedabad, India",2014-11-25,Silver,Fuel,Male,161891
11962,"Mumbai, India",2014-09-26,Silver,Grocery,Female,109050
11963,"Mumbai, India",2014-03-20,Gold,Bills,Female,130529
11964,"Delhi, India",2014-11-14,Platinum,Entertainment,Male,159688
11965,"Bengaluru, India",2014-04-26,Gold,Grocery,Female,235917
11966,"Bengaluru, India",2014-10-26,Signature,Entertainment,Male,268799
11967,"Mumbai, India",2013-10-21,Platinum,Fuel,Female,156242
11968,"Ahmedabad, India",2014-08-11,Platinum,Food,Female,206947
11969,"Ahmedabad, India",2014-07-10,Signature,Fuel,Male,38454
11970,"Ahmedabad, India",2014-07-31,Signature,Grocery,Female,105543
11971,"Delhi, India",2014-05-30,Silver,Grocery,Female,152775
11972,"Delhi, India",2015-04-24,Gold,Grocery,Female,55120
11973,"Delhi, India",2014-06-17,Gold,Food,Male,54377
11974,"Ahmedabad, India",2013-10-10,Silver,Entertainment,Female,79847
11975,"Bengaluru, India",2014-10-26,Signature,Grocery,Female,139348
11976,"Ahmedabad, India",2014-01-13,Silver,Grocery,Male,126021
11977,"Mumbai, India",2015-05-05,Signature,Grocery,Male,286858
11978,"Bengaluru, India",2014-01-07,Platinum,Fuel,Male,94896
11979,"Mumbai, India",2015-04-27,Gold,Entertainment,Male,266507
11980,"Delhi, India",2015-01-28,Silver,Food,Female,214880
11981,"Ahmedabad, India",2014-08-08,Platinum,Bills,Male,118300
11982,"Mumbai, India",2015-03-25,Gold,Grocery,Female,203873
11983,"Delhi, India",2014-12-28,Silver,Fuel,Male,159378
11984,"Delhi, India",2014-05-23,Silver,Entertainment,Male,25055
11985,"Bengaluru, India",2013-12-22,Silver,Entertainment,Female,149133
11986,"Bengaluru, India",2015-05-12,Platinum,Entertainment,Female,229549
11987,"Bengaluru, India",2014-02-08,Silver,Entertainment,Male,298720
11988,"Ahmedabad, India",2014-03-02,Gold,Grocery,Female,74717
11989,"Ahmedabad, India",2014-08-05,Platinum,Food,Male,270794
11990,"Ahmedabad, India",2014-10-14,Platinum,Entertainment,Female,42478
11991,"Delhi, India",2014-07-05,Silver,Fuel,Male,94854
11992,"Mumbai, India",2015-05-14,Gold,Fuel,Male,236940
11993,"Delhi, India",2014-04-13,Gold,Grocery,Male,163832
11994,"Ahmedabad, India",2014-10-15,Platinum,Bills,Male,156679
11995,"Bengaluru, India",2014-10-06,Signature,Bills,Female,142985
11996,"Mumbai, India",2014-09-16,Signature,Bills,Male,22203
11997,"Ahmedabad, India",2013-10-25,Silver,Grocery,Male,40749
11998,"Ahmedabad, India",2015-02-08,Silver,Food,Female,127835
11999,"Bengaluru, India",2014-12-07,Platinum,Grocery,Female,255397
12000,"Delhi, India",2014-09-28,Silver,Bills,Male,115346
12001,"Mumbai, India",2014-09-17,Silver,Grocery,Female,145371
12002,"Delhi, India",2015-02-02,Platinum,Food,Female,50430
12003,"Ahmedabad, India",2014-05-23,Signature,Entertainment,Female,20343
12004,"Delhi, India",2015-01-17,Signature,Grocery,Male,6700
12005,"Mumbai, India",2013-11-19,Gold,Grocery,Female,58158
12006,"Mumbai, India",2013-10-27,Signature,Bills,Female,241157
12007,"Mumbai, India",2014-08-08,Gold,Food,Male,145053
12008,"Delhi, India",2014-02-02,Gold,Entertainment,Male,184435
12009,"Delhi, India",2013-11-08,Gold,Grocery,Female,254192
12010,"Delhi, India",2014-06-06,Gold,Grocery,Male,260910
12011,"Ahmedabad, India",2014-10-27,Silver,Bills,Female,245876
12012,"Ahmedabad, India",2014-08-02,Silver,Fuel,Female,204747
12013,"Bengaluru, India",2014-09-20,Signature,Entertainment,Female,218442
12014,"Delhi, India",2013-12-30,Silver,Entertainment,Male,239736
12015,"Mumbai, India",2013-12-13,Gold,Grocery,Male,267811
12016,"Delhi, India",2014-09-20,Platinum,Food,Female,262326
12017,"Mumbai, India",2015-03-27,Platinum,Fuel,Female,85529
12018,"Bengaluru, India",2014-11-20,Signature,Food,Male,271792
12019,"Mumbai, India",2014-12-06,Signature,Food,Female,75287
12020,"Mumbai, India",2014-03-23,Signature,Food,Male,74393
12021,"Delhi, India",2014-01-05,Gold,Food,Female,251500
12022,"Mumbai, India",2014-11-29,Gold,Food,Female,144703
12023,"Delhi, India",2014-03-14,Silver,Food,Male,227541
12024,"Mumbai, India",2014-12-12,Signature,Fuel,Female,131109
12025,"Delhi, India",2015-04-10,Gold,Bills,Female,67618
12026,"Bengaluru, India",2015-03-28,Platinum,Food,Female,220751
12027,"Mumbai, India",2014-10-18,Signature,Entertainment,Male,76189
12028,"Bengaluru, India",2013-10-19,Platinum,Food,Male,109746
12029,"Ahmedabad, India",2015-04-09,Gold,Entertainment,Male,54231
12030,"Ahmedabad, India",2014-12-14,Silver,Food,Female,219277
12031,"Delhi, India",2013-12-15,Signature,Grocery,Female,251313
12032,"Delhi, India",2014-12-26,Gold,Grocery,Female,130362
12033,"Ahmedabad, India",2014-07-28,Silver,Food,Female,184304
12034,"Mumbai, India",2014-12-01,Signature,Grocery,Male,58349
12035,"Bengaluru, India",2014-05-01,Platinum,Fuel,Female,13626
12036,"Bengaluru, India",2014-09-03,Signature,Grocery,Female,294284
12037,"Mumbai, India",2014-12-20,Silver,Fuel,Male,48127
12038,"Delhi, India",2014-09-16,Gold,Food,Male,69081
12039,"Bengaluru, India",2014-01-08,Gold,Fuel,Female,104527
12040,"Mumbai, India",2014-06-01,Gold,Fuel,Female,150611
12041,"Mumbai, India",2014-01-01,Gold,Food,Male,186553
12042,"Bengaluru, India",2014-07-08,Signature,Fuel,Female,109620
12043,"Bengaluru, India",2014-04-22,Signature,Food,Female,86351
12044,"Delhi, India",2015-02-18,Gold,Food,Female,31110
12045,"Delhi, India",2015-02-28,Platinum,Grocery,Female,22791
12046,"Bengaluru, India",2014-05-19,Platinum,Bills,Male,260412
12047,"Delhi, India",2014-04-18,Platinum,Entertainment,Male,52446
12048,"Ahmedabad, India",2014-09-21,Signature,Fuel,Female,194228
12049,"Delhi, India",2015-02-04,Signature,Entertainment,Female,265787
12050,"Mumbai, India",2014-05-22,Platinum,Fuel,Female,87492
12051,"Bengaluru, India",2014-08-11,Silver,Fuel,Female,70263
12052,"Delhi, India",2014-04-19,Silver,Bills,Male,94649
12053,"Mumbai, India",2013-11-14,Gold,Bills,Female,26101
12054,"Bengaluru, India",2013-12-21,Silver,Fuel,Female,166366
12055,"Mumbai, India",2014-01-02,Platinum,Food,Male,54217
12056,"Delhi, India",2013-10-20,Signature,Entertainment,Male,19797
12057,"Ahmedabad, India",2015-02-21,Silver,Grocery,Female,56221
12058,"Mumbai, India",2015-04-04,Platinum,Food,Male,297555
12059,"Bengaluru, India",2014-07-27,Gold,Entertainment,Male,224493
12060,"Bengaluru, India",2015-05-08,Platinum,Food,Female,271195
12061,"Ahmedabad, India",2014-11-30,Gold,Grocery,Female,281372
12062,"Bengaluru, India",2014-12-20,Silver,Entertainment,Female,293844
12063,"Ahmedabad, India",2014-02-21,Platinum,Grocery,Female,12601
12064,"Ahmedabad, India",2014-12-24,Silver,Food,Male,241422
12065,"Ahmedabad, India",2014-10-04,Signature,Food,Male,110628
12066,"Delhi, India",2015-03-02,Gold,Fuel,Female,28547
12067,"Ahmedabad, India",2014-06-06,Silver,Grocery,Male,130901
12068,"Delhi, India",2014-11-17,Silver,Food,Female,178556
12069,"Mumbai, India",2014-04-21,Platinum,Fuel,Female,228723
12070,"Bengaluru, India",2014-12-10,Platinum,Food,Male,183422
12071,"Ahmedabad, India",2014-12-26,Signature,Bills,Female,179285
12072,"Delhi, India",2015-03-21,Signature,Fuel,Male,101605
12073,"Bengaluru, India",2014-12-24,Silver,Grocery,Female,19467
12074,"Delhi, India",2015-02-08,Signature,Grocery,Female,43870
12075,"Mumbai, India",2014-01-15,Signature,Bills,Female,165527
12076,"Bengaluru, India",2014-02-19,Signature,Food,Male,145368
12077,"Delhi, India",2015-04-09,Signature,Food,Male,102940
12078,"Delhi, India",2014-12-26,Signature,Fuel,Male,231638
12079,"Mumbai, India",2014-12-09,Gold,Food,Male,295810
12080,"Bengaluru, India",2015-02-24,Gold,Fuel,Female,186207
12081,"Mumbai, India",2013-10-15,Silver,Food,Male,259903
12082,"Delhi, India",2014-10-03,Signature,Entertainment,Male,129332
12083,"Delhi, India",2015-01-15,Silver,Entertainment,Female,67579
12084,"Mumbai, India",2014-09-10,Gold,Entertainment,Male,129959
12085,"Delhi, India",2015-05-23,Silver,Fuel,Male,67047
12086,"Ahmedabad, India",2013-12-07,Silver,Food,Female,254019
12087,"Mumbai, India",2013-11-02,Signature,Food,Male,90271
12088,"Delhi, India",2013-12-13,Signature,Entertainment,Female,189793
12089,"Delhi, India",2014-12-28,Silver,Entertainment,Female,135688
12090,"Mumbai, India",2014-02-11,Gold,Bills,Female,251244
12091,"Bengaluru, India",2014-11-01,Platinum,Food,Female,198800
